employee_id,employee_name,restaurant_id,shift_start,shift_end,gender,workload,employee_satisfaction,burnout,avg_sale_per_hour,day_of_week,avg_traffic
48552,Christina Finley,3,10:00:00,19:00:00,Female,0.77,4,6,323.69,Friday,16
48553,Karen Douglas,2,11:00:00,20:00:00,Female,20.39,3,7,136.19,Tuesday,50
48554,Timothy Lane,3,11:00:00,20:00:00,Female,3.84,5,5,104.95,Thursday,43
48555,Wendy Schaefer,1,13:00:00,22:00:00,Male,2.13,6,4,468.56,Monday,5
48556,Paula Woods,1,10:00:00,19:00:00,Female,7.47,3,7,317.85,Sunday,4
48557,Amy Johnson,1,09:00:00,18:00:00,Female,1.18,3,7,121.69,Monday,22
48558,Mariah Shaffer,1,05:00:00,14:00:00,Male,4.87,3,7,362.69,Wednesday,22
48559,Veronica Wallace,2,11:00:00,20:00:00,Male,1.37,10,0,593.43,Friday,49
48560,Daniel Thomas,1,10:00:00,19:00:00,Male,1.23,9,1,258.13,Sunday,11
48561,Patrick Wise,3,12:00:00,21:00:00,Female,2.52,7,3,290.13,Monday,3
48562,Stephen Walker,1,08:00:00,17:00:00,Male,1.17,5,5,116.26,Saturday,23
48563,Leslie Turner,3,11:00:00,20:00:00,Male,2.89,4,6,360.67,Tuesday,34
48564,Joseph Martinez,3,06:00:00,15:00:00,Female,2.26,7,3,325.83,Wednesday,33
48565,Matthew Jimenez,1,05:00:00,14:00:00,Female,1.99,3,7,443.94,Wednesday,40
48566,Kristina Cortez,1,10:00:00,19:00:00,Female,1.52,2,8,404.83,Saturday,47
48567,John White,3,05:00:00,14:00:00,Female,1.14,2,8,388.1,Wednesday,25
48568,Deborah Smith,3,14:00:00,23:00:00,Male,1.57,7,3,265.02,Monday,48
48569,Margaret Marshall,2,11:00:00,20:00:00,Male,2.28,6,4,469.23,Wednesday,21
48570,Daniel Rodriguez,3,11:00:00,20:00:00,Female,0.96,9,1,208.85,Wednesday,7
48571,Heather Kelley,1,14:00:00,23:00:00,Male,22.02,2,8,238.58,Wednesday,23
48572,Alyssa Lopez,3,07:00:00,16:00:00,Female,0.72,10,0,181.27,Saturday,18
48573,Randall West,1,07:00:00,16:00:00,Female,1.01,10,0,309.59,Monday,18
48574,Timothy Giles,1,07:00:00,16:00:00,Male,0.83,4,6,188.08,Wednesday,2
48575,Tyler Green,1,10:00:00,19:00:00,Female,1.1,2,8,174.04,Wednesday,13
48576,Patricia West,1,07:00:00,16:00:00,Female,1.63,3,7,217.57,Sunday,11
48577,Rachel Leblanc,3,13:00:00,22:00:00,Male,0.97,10,0,590.82,Saturday,8
48578,Doris Williams,2,10:00:00,19:00:00,Female,9.01,10,0,136.91,Monday,35
48579,April Nunez,2,14:00:00,23:00:00,Male,1.23,8,2,161.49,Friday,1
48580,Jason May,2,10:00:00,19:00:00,Female,2.8,2,8,363.63,Thursday,28
48581,Stephanie Waller,2,07:00:00,16:00:00,Female,4.62,8,2,339.61,Tuesday,23
48582,Ashley Duran,1,05:00:00,14:00:00,Male,47.8,6,4,594.18,Wednesday,35
48583,Todd Perry,2,10:00:00,19:00:00,Female,0.55,4,6,545.66,Thursday,1
48584,Benjamin Mora,3,09:00:00,18:00:00,Male,9.27,1,9,382.26,Saturday,50
48585,Carrie Robertson,1,05:00:00,14:00:00,Male,0.85,7,3,254.05,Tuesday,9
48586,Gabriel Hogan,3,12:00:00,21:00:00,Male,12.64,2,8,568.73,Thursday,35
48587,Jack Williams,1,11:00:00,20:00:00,Male,1.56,2,8,252.81,Wednesday,40
48588,Anthony Lara,3,08:00:00,17:00:00,Male,1.55,4,6,599.28,Tuesday,47
48589,Victoria Kramer,3,07:00:00,16:00:00,Male,2.93,10,0,598.72,Monday,8
48590,Daniel Wong,1,07:00:00,16:00:00,Female,6.78,2,8,479.87,Thursday,42
48591,Ricky Gonzalez,2,09:00:00,18:00:00,Female,2.61,4,6,124.89,Sunday,33
48592,Joseph Brown,1,14:00:00,23:00:00,Male,1.22,10,0,388.92,Sunday,25
48593,Brittany Macdonald,2,10:00:00,19:00:00,Male,3.11,5,5,153.58,Thursday,39
48594,Jeffrey Garrett,1,09:00:00,18:00:00,Female,2.1,1,9,552.65,Friday,47
48595,Antonio Peters,2,10:00:00,19:00:00,Female,1.55,1,9,105.83,Tuesday,38
48596,Brittany Garza,3,05:00:00,14:00:00,Male,0.76,4,6,516.64,Friday,12
48597,Megan Acosta,2,08:00:00,17:00:00,Female,7.25,4,6,439.34,Thursday,39
48598,Rachel Duncan,1,12:00:00,21:00:00,Female,0.72,2,8,334.26,Sunday,24
48599,Samantha Martin,2,09:00:00,18:00:00,Female,6.3,7,3,198.46,Tuesday,9
48600,Michael Gonzalez,1,05:00:00,14:00:00,Male,12.3,7,3,542.03,Friday,35
48601,Chad Coleman,1,11:00:00,20:00:00,Female,2.38,1,9,392.3,Monday,34
48602,Joshua Lang,3,15:00:00,00:00:00,Male,6.28,9,1,433.69,Sunday,38
48603,Elizabeth Wood,3,08:00:00,17:00:00,Female,1.1,7,3,112.62,Friday,26
48604,Debra Thompson,2,10:00:00,19:00:00,Male,1.53,2,8,107.18,Monday,1
48605,Debra Palmer,2,12:00:00,21:00:00,Male,0.68,4,6,573.26,Thursday,5
48606,Nancy Taylor,3,11:00:00,20:00:00,Male,1.59,2,8,417.46,Thursday,8
48607,John Jones,2,07:00:00,16:00:00,Female,0.94,9,1,170.42,Saturday,24
48608,Logan Escobar,1,05:00:00,14:00:00,Male,2.19,1,9,259.42,Sunday,37
48609,Brent Mosley,2,13:00:00,22:00:00,Male,7.67,8,2,524.67,Wednesday,30
48610,Tracy Hall,2,08:00:00,17:00:00,Male,2.57,3,7,251.08,Thursday,3
48611,Jasmine Holland,2,10:00:00,19:00:00,Female,6.67,10,0,549.29,Monday,11
48612,Mrs. Mary Johnson,2,12:00:00,21:00:00,Female,1.25,2,8,180.37,Friday,6
48613,Carla Miller,1,07:00:00,16:00:00,Male,7.7,9,1,465.19,Friday,20
48614,Craig Tucker,1,15:00:00,00:00:00,Male,28.83,5,5,443.82,Friday,20
48615,Yesenia Thomas,3,09:00:00,18:00:00,Male,1.37,5,5,334.89,Tuesday,12
48616,Tyler Whitehead,2,10:00:00,19:00:00,Female,0.67,2,8,408.84,Tuesday,29
48617,Heidi Webb,2,09:00:00,18:00:00,Female,1.18,3,7,137.01,Friday,39
48618,Gregory Lee,2,09:00:00,18:00:00,Male,5.59,3,7,534.08,Wednesday,26
48619,Joshua Aguilar,3,05:00:00,14:00:00,Female,24.7,10,0,557.43,Sunday,43
48620,Christina Baxter,1,10:00:00,19:00:00,Female,0.73,10,0,284.57,Friday,29
48621,William Henry,1,05:00:00,14:00:00,Female,1.24,9,1,386.26,Tuesday,32
48622,Mary Ramirez,2,10:00:00,19:00:00,Female,1.21,5,5,430.79,Thursday,26
48623,Abigail Brooks,3,11:00:00,20:00:00,Female,1.2,1,9,110.84,Sunday,9
48624,Thomas Ramos,3,10:00:00,19:00:00,Male,2.32,4,6,152.49,Wednesday,30
48625,Joshua Roach,3,09:00:00,18:00:00,Female,1.26,10,0,518.46,Wednesday,23
48626,William Castaneda,3,06:00:00,15:00:00,Female,1.8,3,7,312.6,Sunday,38
48627,Stephanie Olson,2,08:00:00,17:00:00,Female,0.74,1,9,470.77,Monday,15
48628,Angela Edwards,1,07:00:00,16:00:00,Male,3.4,4,6,342.59,Thursday,42
48629,Erik Martin,3,08:00:00,17:00:00,Female,41.9,7,3,410.99,Friday,30
48630,Brian Lopez,2,05:00:00,14:00:00,Male,11.37,9,1,176.13,Saturday,49
48631,Angie Mcdonald,1,09:00:00,18:00:00,Female,1.8,2,8,259.0,Friday,10
48632,Melanie Campbell,2,07:00:00,16:00:00,Male,0.74,9,1,466.35,Saturday,28
48633,Jared Dodson,3,13:00:00,22:00:00,Male,23.69,4,6,431.2,Thursday,50
48634,Julie Velez,1,08:00:00,17:00:00,Male,6.82,9,1,157.41,Saturday,1
48635,Steven Perry,2,06:00:00,15:00:00,Male,1.7,2,8,302.46,Thursday,13
48636,Kimberly Hutchinson,3,14:00:00,23:00:00,Male,0.69,7,3,319.53,Saturday,23
48637,Amanda Maxwell,1,14:00:00,23:00:00,Male,4.09,9,1,425.35,Tuesday,48
48638,Steve Manning Jr.,2,07:00:00,16:00:00,Female,3.11,10,0,553.98,Saturday,42
48639,Selena Jenkins,3,10:00:00,19:00:00,Male,2.68,8,2,552.25,Thursday,20
48640,Clarence House,1,05:00:00,14:00:00,Male,1.77,6,4,150.34,Wednesday,41
48641,Joshua Baldwin,1,06:00:00,15:00:00,Female,8.05,6,4,232.24,Thursday,38
48642,Rodney Perkins,1,12:00:00,21:00:00,Female,1.43,2,8,302.01,Monday,29
48643,Deborah Romero,3,14:00:00,23:00:00,Male,1.73,10,0,121.76,Thursday,36
48644,Claudia Ortiz,1,13:00:00,22:00:00,Male,2.02,4,6,352.43,Friday,32
48645,Ashley Mathews,2,07:00:00,16:00:00,Female,1.68,4,6,569.15,Thursday,46
48646,Tyler Johnson,2,09:00:00,18:00:00,Female,2.87,10,0,328.3,Friday,48
48647,Karen Greer,3,05:00:00,14:00:00,Male,46.01,8,2,321.49,Sunday,40
48648,Jessica Salazar DDS,3,14:00:00,23:00:00,Male,0.92,4,6,127.19,Monday,11
48649,Ashley Brown,2,05:00:00,14:00:00,Male,1.3,1,9,326.92,Monday,12
48650,Amanda Love,1,06:00:00,15:00:00,Male,1.82,4,6,577.9,Tuesday,13
48651,Amber Love,3,08:00:00,17:00:00,Male,2.64,7,3,484.65,Sunday,38
48652,Cindy Fuller,2,12:00:00,21:00:00,Male,2.9,3,7,290.76,Monday,13
48653,Ashley Ross,2,09:00:00,18:00:00,Female,18.12,6,4,409.88,Tuesday,23
48654,Terri Russo,3,09:00:00,18:00:00,Male,2.0,9,1,389.76,Thursday,27
48655,Robin Sanchez,3,10:00:00,19:00:00,Male,5.39,5,5,444.26,Tuesday,37
48656,Jeffrey Schmidt,1,13:00:00,22:00:00,Male,3.65,6,4,133.19,Wednesday,36
48657,Andrew Smith,1,08:00:00,17:00:00,Female,0.95,4,6,524.52,Friday,6
48658,John Best,1,05:00:00,14:00:00,Female,1.76,7,3,473.78,Thursday,13
48659,Joseph Stout,3,09:00:00,18:00:00,Female,1.38,9,1,347.49,Monday,31
48660,Joseph Wallace MD,2,11:00:00,20:00:00,Male,35.69,7,3,201.49,Wednesday,49
48661,Richard Bailey,3,10:00:00,19:00:00,Male,2.27,1,9,245.4,Friday,39
48662,Brian Sweeney,2,11:00:00,20:00:00,Male,1.04,2,8,537.79,Tuesday,16
48663,Nicholas Morgan,2,10:00:00,19:00:00,Male,5.77,5,5,115.19,Thursday,28
48664,Brandon Johnson,2,09:00:00,18:00:00,Male,1.97,9,1,435.43,Saturday,25
48665,Douglas Richardson,2,15:00:00,00:00:00,Male,2.02,8,2,476.56,Saturday,37
48666,James Campbell,1,12:00:00,21:00:00,Female,1.18,2,8,503.11,Wednesday,3
48667,Amanda Scott,2,15:00:00,00:00:00,Male,1.25,7,3,588.58,Tuesday,1
48668,Olivia Brewer,2,07:00:00,16:00:00,Female,1.84,9,1,489.03,Monday,31
48669,Steven Hill,3,06:00:00,15:00:00,Male,1.9,5,5,331.27,Sunday,17
48670,Andrew Huber,2,06:00:00,15:00:00,Male,10.84,4,6,459.35,Thursday,14
48671,Diana Chen,2,07:00:00,16:00:00,Female,8.68,7,3,163.34,Tuesday,12
48672,Anne Scott,2,13:00:00,22:00:00,Male,6.5,6,4,486.5,Tuesday,19
48673,Patrick Parrish,3,09:00:00,18:00:00,Female,1.75,7,3,584.95,Wednesday,34
48674,Dustin Smith,1,07:00:00,16:00:00,Female,0.73,4,6,168.06,Wednesday,5
48675,Kimberly Barnes,1,06:00:00,15:00:00,Female,1.64,8,2,240.45,Thursday,3
48676,Timothy Cain,2,12:00:00,21:00:00,Male,12.9,7,3,217.79,Monday,41
48677,Dale Morgan,1,09:00:00,18:00:00,Female,0.84,10,0,410.78,Thursday,28
48678,Adriana Carr,2,15:00:00,00:00:00,Male,3.15,7,3,543.1,Thursday,4
48679,Anthony Cohen,2,14:00:00,23:00:00,Male,0.83,9,1,503.88,Monday,18
48680,Todd Simpson,3,07:00:00,16:00:00,Female,1.23,7,3,472.14,Saturday,45
48681,Jonathan Harper,1,12:00:00,21:00:00,Male,1.48,4,6,200.74,Thursday,24
48682,James Harmon,2,05:00:00,14:00:00,Female,4.2,1,9,409.38,Saturday,17
48683,James Brown,3,11:00:00,20:00:00,Female,5.65,10,0,567.35,Thursday,43
48684,Matthew Sims,2,09:00:00,18:00:00,Female,0.67,7,3,372.65,Friday,27
48685,Samantha Montes,1,09:00:00,18:00:00,Male,0.66,2,8,470.99,Saturday,23
48686,Kayla Watts,1,09:00:00,18:00:00,Female,0.66,10,0,364.09,Tuesday,22
48687,Michael Watts,1,08:00:00,17:00:00,Male,2.54,3,7,579.63,Saturday,5
48688,Alexandra Stanley,3,05:00:00,14:00:00,Male,1.03,2,8,292.82,Tuesday,46
48689,Vincent Rodriguez,2,14:00:00,23:00:00,Male,1.13,2,8,119.08,Sunday,18
48690,Christian Washington,2,13:00:00,22:00:00,Male,1.78,10,0,336.44,Thursday,3
48691,Joseph Dixon,2,11:00:00,20:00:00,Male,1.42,5,5,422.84,Thursday,49
48692,Colleen Saunders,3,15:00:00,00:00:00,Male,2.23,7,3,316.31,Thursday,20
48693,Carmen Washington,2,12:00:00,21:00:00,Female,20.58,5,5,404.75,Sunday,39
48694,Kari Cooper,1,09:00:00,18:00:00,Female,4.96,6,4,534.72,Friday,11
48695,Timothy Garrett,3,07:00:00,16:00:00,Female,1.26,6,4,364.16,Sunday,26
48696,Susan Alvarado,2,09:00:00,18:00:00,Male,1.43,5,5,224.25,Saturday,35
48697,Timothy Waters,3,09:00:00,18:00:00,Male,0.97,4,6,575.62,Sunday,9
48698,Dylan Hammond,2,08:00:00,17:00:00,Female,1.71,10,0,559.58,Tuesday,48
48699,Mr. Corey Hester DDS,2,07:00:00,16:00:00,Male,19.39,1,9,404.79,Friday,16
48700,Nancy Perry,3,11:00:00,20:00:00,Female,5.07,7,3,164.79,Monday,46
48701,Cassandra Ruiz,1,06:00:00,15:00:00,Male,5.26,2,8,497.04,Wednesday,50
48702,Joshua Ford,3,08:00:00,17:00:00,Female,2.8,2,8,548.73,Thursday,13
48703,Crystal Taylor,2,10:00:00,19:00:00,Female,0.61,8,2,351.2,Friday,8
48704,Virginia Alexander,3,10:00:00,19:00:00,Male,1.68,4,6,557.26,Thursday,38
48705,Heather Le,3,07:00:00,16:00:00,Female,0.57,3,7,305.6,Monday,27
48706,Rebecca Lopez,2,09:00:00,18:00:00,Male,3.01,2,8,558.92,Saturday,47
48707,James White,1,10:00:00,19:00:00,Male,1.08,10,0,326.47,Saturday,4
48708,James Vance,3,11:00:00,20:00:00,Male,0.7,9,1,497.05,Friday,29
48709,Joanne Casey,2,07:00:00,16:00:00,Male,12.53,4,6,571.05,Tuesday,47
48710,Kimberly Frederick,3,10:00:00,19:00:00,Male,1.51,10,0,119.27,Sunday,45
48711,Jamie Jones,2,05:00:00,14:00:00,Female,4.75,7,3,570.11,Wednesday,48
48712,Jaime Wallace,2,08:00:00,17:00:00,Female,1.04,5,5,415.14,Sunday,11
48713,Angela Valencia,2,11:00:00,20:00:00,Female,2.5,3,7,463.42,Sunday,27
48714,Ashley Williams,1,09:00:00,18:00:00,Female,1.83,8,2,151.35,Thursday,22
48715,Sarah Liu,2,05:00:00,14:00:00,Male,5.49,8,2,251.19,Thursday,29
48716,Eric Williams MD,1,11:00:00,20:00:00,Female,1.49,9,1,364.31,Wednesday,50
48717,Zachary Jimenez,1,07:00:00,16:00:00,Male,1.06,4,6,411.01,Sunday,11
48718,Jesse Stewart,3,06:00:00,15:00:00,Female,29.54,6,4,104.83,Friday,19
48719,William Wright,1,13:00:00,22:00:00,Male,9.76,3,7,104.82,Wednesday,12
48720,Ronnie Johnson,2,05:00:00,14:00:00,Male,5.02,3,7,285.18,Sunday,47
48721,Tara Pierce,2,09:00:00,18:00:00,Female,0.89,6,4,434.06,Sunday,15
48722,Stacey Hernandez,1,07:00:00,16:00:00,Male,1.55,10,0,360.09,Wednesday,40
48723,Lisa Bass,2,07:00:00,16:00:00,Female,4.79,6,4,176.44,Sunday,24
48724,Teresa Ramirez,3,12:00:00,21:00:00,Female,1.83,1,9,206.16,Thursday,32
48725,Kristi Meyer,1,11:00:00,20:00:00,Female,1.76,6,4,311.08,Friday,14
48726,Rachel Ware,3,07:00:00,16:00:00,Female,0.65,9,1,172.93,Thursday,29
48727,Susan Bright,2,08:00:00,17:00:00,Female,2.44,9,1,239.62,Sunday,38
48728,Daniel Jensen,3,07:00:00,16:00:00,Female,4.85,1,9,513.25,Friday,2
48729,Gwendolyn Marks,2,07:00:00,16:00:00,Female,3.03,5,5,120.27,Monday,3
48730,James Dickson,2,12:00:00,21:00:00,Male,2.09,5,5,405.5,Friday,39
48731,Diana Perry DVM,2,06:00:00,15:00:00,Male,3.22,6,4,140.95,Wednesday,29
48732,Sharon Benitez,1,09:00:00,18:00:00,Male,1.01,4,6,207.29,Saturday,4
48733,David Brown,2,07:00:00,16:00:00,Female,6.29,7,3,389.66,Wednesday,10
48734,Joshua Ramos,3,05:00:00,14:00:00,Female,2.55,3,7,429.66,Saturday,13
48735,Jo Gray,2,12:00:00,21:00:00,Female,2.26,3,7,307.47,Sunday,36
48736,Ellen Hernandez,1,06:00:00,15:00:00,Female,1.67,10,0,355.09,Thursday,43
48737,Joshua Cook,2,09:00:00,18:00:00,Male,1.22,1,9,128.36,Wednesday,9
48738,Valerie Lynn,3,07:00:00,16:00:00,Female,31.12,8,2,296.28,Monday,47
48739,Leslie Woodard,1,12:00:00,21:00:00,Female,8.87,8,2,485.71,Tuesday,46
48740,Amber Barnes,2,12:00:00,21:00:00,Male,2.01,8,2,475.05,Monday,36
48741,Angela Wolfe,3,09:00:00,18:00:00,Female,4.35,8,2,198.07,Monday,2
48742,Cody Thomas,2,08:00:00,17:00:00,Male,6.57,6,4,316.33,Monday,36
48743,Aaron Patterson,3,08:00:00,17:00:00,Female,4.37,9,1,419.33,Monday,4
48744,Lauren Li,1,07:00:00,16:00:00,Male,1.73,3,7,143.88,Friday,33
48745,Marc Mendez,1,08:00:00,17:00:00,Female,4.59,8,2,300.36,Friday,12
48746,Christopher Drake,3,15:00:00,00:00:00,Male,1.95,2,8,446.53,Saturday,45
48747,Brianna Pitts,1,12:00:00,21:00:00,Male,1.5,4,6,202.42,Thursday,31
48748,Kevin Armstrong,3,05:00:00,14:00:00,Male,1.58,5,5,475.02,Monday,11
48749,Mary Armstrong,1,10:00:00,19:00:00,Female,1.01,4,6,327.0,Saturday,2
48750,Christopher Carr,1,09:00:00,18:00:00,Female,0.93,3,7,328.56,Wednesday,10
48751,Dawn Dalton,2,10:00:00,19:00:00,Female,2.51,6,4,153.82,Monday,46
48752,Louis Mason,2,12:00:00,21:00:00,Male,1.98,6,4,161.93,Wednesday,18
48753,Matthew Reyes,3,14:00:00,23:00:00,Male,4.35,5,5,256.47,Monday,47
48754,James Soto,3,05:00:00,14:00:00,Female,6.11,2,8,579.11,Wednesday,33
48755,Kevin Jordan,1,15:00:00,00:00:00,Male,1.16,3,7,146.97,Friday,12
48756,Bryan Olson,3,05:00:00,14:00:00,Female,6.31,7,3,339.31,Friday,30
48757,Brenda Key,1,05:00:00,14:00:00,Male,1.07,7,3,148.4,Friday,16
48758,John Brown,1,07:00:00,16:00:00,Female,1.88,1,9,379.47,Friday,43
48759,Melissa Wilkinson,3,07:00:00,16:00:00,Female,5.04,10,0,533.94,Sunday,22
48760,April Baldwin,1,14:00:00,23:00:00,Male,3.65,2,8,429.8,Sunday,3
48761,Ebony Cox,1,06:00:00,15:00:00,Male,6.02,4,6,126.43,Friday,33
48762,Richard Russell,3,09:00:00,18:00:00,Male,2.71,3,7,336.19,Monday,42
48763,Lisa Dawson,2,09:00:00,18:00:00,Female,1.55,5,5,245.19,Saturday,40
48764,Donald Gonzalez,2,05:00:00,14:00:00,Female,1.96,9,1,226.14,Wednesday,24
48765,Lauren Reed,2,06:00:00,15:00:00,Male,1.25,7,3,494.54,Saturday,29
48766,Zachary Grant,1,08:00:00,17:00:00,Male,5.17,1,9,124.22,Friday,5
48767,Christina Williams,1,09:00:00,18:00:00,Male,1.97,3,7,374.2,Saturday,3
48768,Deborah Henry,3,10:00:00,19:00:00,Female,2.53,10,0,455.41,Wednesday,38
48769,Amanda Mays,3,09:00:00,18:00:00,Male,0.84,1,9,430.91,Wednesday,12
48770,Brandi Randolph,1,10:00:00,19:00:00,Female,1.31,4,6,525.4,Friday,38
48771,Joe Vega,2,06:00:00,15:00:00,Female,0.58,2,8,251.56,Saturday,17
48772,Jeffrey Ellis,2,12:00:00,21:00:00,Female,9.47,3,7,392.82,Thursday,43
48773,David Lyons,3,10:00:00,19:00:00,Male,1.18,2,8,258.23,Friday,2
48774,Daniel Alexander,2,11:00:00,20:00:00,Female,3.92,1,9,498.86,Thursday,4
48775,Steven Williams,1,11:00:00,20:00:00,Female,2.5,7,3,345.14,Saturday,6
48776,David Reynolds,2,15:00:00,00:00:00,Male,1.89,8,2,100.9,Friday,27
48777,Mercedes Robinson,2,07:00:00,16:00:00,Male,1.25,6,4,535.4,Wednesday,49
48778,Mary Pope,1,06:00:00,15:00:00,Female,2.55,9,1,182.64,Thursday,41
48779,Chelsea Campbell,3,06:00:00,15:00:00,Female,1.51,1,9,145.07,Friday,24
48780,Tanya Vasquez,1,14:00:00,23:00:00,Male,1.12,9,1,161.51,Thursday,17
48781,Claudia Hardy,1,05:00:00,14:00:00,Male,1.68,6,4,156.36,Tuesday,37
48782,Andrew Mcgrath,2,10:00:00,19:00:00,Male,2.03,8,2,204.32,Saturday,30
48783,Jennifer Williams,3,06:00:00,15:00:00,Male,16.16,8,2,455.42,Wednesday,8
48784,David Austin,2,05:00:00,14:00:00,Male,2.05,3,7,584.59,Sunday,36
48785,Heather Fritz,1,15:00:00,00:00:00,Male,0.74,1,9,183.16,Thursday,5
48786,Stacey Avery,3,12:00:00,21:00:00,Female,3.27,1,9,349.72,Monday,32
48787,Scott Contreras,1,10:00:00,19:00:00,Female,0.82,2,8,250.15,Friday,24
48788,Mark Brown,2,05:00:00,14:00:00,Male,0.81,7,3,412.51,Wednesday,13
48789,Edward Robinson,2,07:00:00,16:00:00,Female,1.88,1,9,347.81,Thursday,32
48790,Katherine Russell,2,05:00:00,14:00:00,Male,1.75,9,1,474.43,Monday,27
48791,Michael Banks,3,11:00:00,20:00:00,Male,1.81,10,0,456.55,Tuesday,26
48792,Janet Chapman,1,06:00:00,15:00:00,Male,29.92,5,5,454.66,Wednesday,23
48793,Zoe Fox,1,12:00:00,21:00:00,Male,39.79,4,6,498.92,Thursday,31
48794,Christopher Walker,2,15:00:00,00:00:00,Male,1.89,8,2,405.96,Monday,18
48795,Elizabeth Krueger,1,06:00:00,15:00:00,Male,1.87,2,8,387.78,Sunday,41
48796,David Goodman,2,08:00:00,17:00:00,Male,5.14,7,3,427.8,Wednesday,32
48797,Brittany Hernandez,1,07:00:00,16:00:00,Male,1.36,6,4,431.2,Wednesday,25
48798,Crystal Duke,1,05:00:00,14:00:00,Female,1.6,4,6,163.87,Saturday,44
48799,Justin Cummings,1,09:00:00,18:00:00,Female,0.55,8,2,463.03,Wednesday,2
48800,Alice Cooper,3,09:00:00,18:00:00,Female,1.94,2,8,120.99,Sunday,48
48801,Elaine Carter,2,14:00:00,23:00:00,Male,0.7,4,6,383.74,Thursday,26
48802,Dana Hughes,3,09:00:00,18:00:00,Male,0.86,3,7,455.84,Monday,12
48803,Donald Campbell,2,08:00:00,17:00:00,Female,3.31,2,8,490.44,Friday,5
48804,Gary Cunningham,2,10:00:00,19:00:00,Female,0.82,5,5,531.89,Saturday,27
48805,Luke Miller,3,08:00:00,17:00:00,Female,8.38,7,3,320.09,Monday,23
48806,Cynthia Price,1,08:00:00,17:00:00,Female,3.1,7,3,319.47,Thursday,9
48807,Jose Smith,2,15:00:00,00:00:00,Male,0.98,4,6,323.04,Friday,8
48808,Melissa Wood,2,06:00:00,15:00:00,Female,2.56,1,9,108.61,Wednesday,35
48809,Charles Butler,3,14:00:00,23:00:00,Male,5.86,7,3,306.89,Friday,36
48810,Jenna Davis,1,12:00:00,21:00:00,Female,3.5,3,7,291.04,Monday,49
48811,Rebecca Webb,3,09:00:00,18:00:00,Male,1.63,4,6,333.65,Wednesday,10
48812,Thomas Weber,1,06:00:00,15:00:00,Female,5.04,2,8,169.08,Wednesday,36
48813,Sarah Berger,3,12:00:00,21:00:00,Male,2.22,8,2,467.63,Saturday,48
48814,Roger Hernandez,3,12:00:00,21:00:00,Female,1.98,8,2,398.97,Tuesday,50
48815,Jose Shaffer,2,06:00:00,15:00:00,Female,1.13,7,3,463.98,Monday,26
48816,John Torres,2,12:00:00,21:00:00,Female,1.25,2,8,210.85,Wednesday,16
48817,Jessica Oneal,3,10:00:00,19:00:00,Female,1.74,9,1,371.87,Thursday,34
48818,Heather Lawson,2,12:00:00,21:00:00,Male,2.86,10,0,104.27,Thursday,22
48819,Gina Tapia,2,05:00:00,14:00:00,Female,4.26,4,6,248.25,Wednesday,40
48820,Lisa Vargas,2,14:00:00,23:00:00,Male,1.69,3,7,335.47,Friday,49
48821,Eric Harding,3,08:00:00,17:00:00,Male,8.23,4,6,504.2,Wednesday,34
48822,Daniel Garcia,3,09:00:00,18:00:00,Male,24.0,7,3,109.69,Saturday,42
48823,Michele Barnes,1,14:00:00,23:00:00,Male,9.29,3,7,287.75,Wednesday,20
48824,Brenda Hall,2,08:00:00,17:00:00,Male,4.05,9,1,162.51,Tuesday,45
48825,Robert Fowler,1,09:00:00,18:00:00,Female,4.49,6,4,561.33,Tuesday,43
48826,Craig Rivera,3,07:00:00,16:00:00,Male,1.11,5,5,321.11,Saturday,26
48827,Tony Lowe,3,07:00:00,16:00:00,Female,1.07,1,9,434.11,Saturday,3
48828,Glenn Daniel,1,13:00:00,22:00:00,Male,0.92,8,2,132.92,Sunday,20
48829,Austin Holmes,1,05:00:00,14:00:00,Female,1.98,3,7,132.51,Friday,38
48830,Nicole Lawrence,1,05:00:00,14:00:00,Male,0.98,9,1,382.76,Thursday,28
48831,Michelle Thomas,1,11:00:00,20:00:00,Female,0.72,5,5,149.39,Sunday,5
48832,Christopher Cline,3,07:00:00,16:00:00,Male,1.77,4,6,115.95,Thursday,4
48833,David Bell,1,12:00:00,21:00:00,Female,1.8,3,7,418.91,Friday,43
48834,Allison Cabrera,3,12:00:00,21:00:00,Female,0.93,3,7,561.42,Monday,16
48835,Tamara Stevens,2,13:00:00,22:00:00,Male,2.58,5,5,359.62,Wednesday,38
48836,Carrie Moses,2,10:00:00,19:00:00,Male,3.13,10,0,127.95,Wednesday,50
48837,Travis Gonzalez,2,05:00:00,14:00:00,Female,1.57,2,8,253.06,Thursday,38
48838,Mark Kim,1,11:00:00,20:00:00,Male,5.18,3,7,316.13,Friday,36
48839,Elizabeth Rosales,1,13:00:00,22:00:00,Male,1.29,6,4,508.66,Friday,2
48840,Michelle Bell,3,13:00:00,22:00:00,Male,4.2,5,5,536.56,Friday,46
48841,Christopher Atkins,3,11:00:00,20:00:00,Female,0.96,3,7,198.1,Wednesday,24
48842,Melanie Ortiz,3,09:00:00,18:00:00,Male,2.8,9,1,135.61,Monday,6
48843,Mr. Andrew Perry,2,12:00:00,21:00:00,Female,0.96,9,1,296.21,Sunday,21
48844,Kathleen Houston,3,10:00:00,19:00:00,Male,1.57,2,8,496.52,Sunday,26
48845,Lisa Cohen,1,06:00:00,15:00:00,Female,1.31,10,0,211.34,Thursday,47
